Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2003,10.6,12.2,135.7445,10.3,91,96,25.5,92,91,1.0202013400267558,8.439015410352214,0.47623417899637155,2.4,2.4,10.3,0,1,0,0,0,0,0,0,1,0
2003,72.2,112.7,629.815,1.97,79,47,24.2,90,90,14076256.503322307,6.666956792429207,1.1052568313867783,1.2,1.1,5.1,0,1,0,0,0,0,0,0,0,0
2012,80.6,139.8,371.3155,0.63,40,64,21.7,51,40,1.7160068621848585,6.6052979209482015,2.6232182655855123,9.0,8.9,2.1,0,1,0,0,0,0,0,0,0,0
2006,14.1,16.4,174.1335,6.1,96,94,23.4,98,98,1.3909681284637803,8.434897948689407,4.2018527699373855,8.7,8.9,7.0,0,1,1,0,0,0,0,0,0,0
2013,8.2,9.6,88.8035,3.02,94,92,27.1,95,95,1.2092495976572515,9.313889247604742,1.747459210331475,1.7,1.7,8.5,0,1,0,1,0,0,0,0,0,0
2009,12.9,14.5,81.5235,5.79,98,98,26.0,98,98,1.030454533953517,8.141189793457691,1.3686394258811698,1.5,1.6,9.3,0,1,0,0,0,0,0,0,1,0
2005,21.1,23.7,142.8055,4.17,91,92,25.8,92,90,1.0832870676749586,7.768533300926033,1.3812818192963463,2.0,2.1,10.9,0,1,0,0,0,0,0,0,1,0
2011,3.5,4.0,73.7325,7.48,95,77,27.1,99,99,1.1051709180756477,9.873131432521228,2.4932054526026954,0.8,0.7,10.3,1,0,0,0,1,0,0,0,0,0
2000,55.9,75.6,240.0465,2.3,77,83,24.7,74,75,1.2969300866657718,7.630461261783627,2.2428350885882717,1.5,1.4,7.4,0,1,0,0,0,0,0,0,0,1
2006,3.2,3.9,69.5825,6.47,88,91,26.1,94,94,1.030454533953517,11.214398127998244,1.7334238922150915,0.8,0.7,12.5,1,0,0,0,0,0,0,0,1,0
2013,42.2,63.4,315.314,2.02,89,64,22.7,89,89,27.660350558516747,5.916202062607435,2.8237570088141806,6.5,6.4,4.4,0,1,0,0,0,0,0,0,0,0
2009,9.2,10.7,69.5575,1.53,81,75,27.0,76,81,1.030454533953517,9.069698042173716,1.7595805708638197,4.7,4.7,7.9,0,1,0,0,0,1,0,0,0,0
2005,28.8,33.6,118.7855,0.5,83,94,24.7,88,88,1.0202013400267558,8.23031079913502,3.530762586016799,6.1,6.0,6.9,0,1,0,0,0,0,0,0,0,0
2003,7.3,8.5,130.2105,0.51,95,91,24.2,96,96,1.2712491503214047,8.814181823188319,3.246490991901174,9.3,9.1,8.0,0,1,1,0,0,0,0,0,0,0
2014,25.5,30.7,164.663,0.15,62,67,28.5,76,64,1.1388283833246218,8.44009614103127,3.566994266123812,5.3,5.1,6.6,0,1,0,0,0,1,0,0,0,0
2011,24.5,31.3,205.572,4.85,87,36,22.8,88,87,1.0512710963760241,7.818027938530729,4.570268133978827,1.0,9.7,9.0,0,1,1,0,0,0,0,0,0,0
2003,15.8,17.7,134.5355,7.62,73,80,26.4,95,96,1.161834242728283,9.172742341560864,3.6658666798048634,1.2,1.0,9.3,0,1,0,0,0,0,0,0,0,1
2010,39.3,57.4,281.6775,1.52,90,28,22.8,90,90,7.690609198878998,7.190676034332207,3.7618975468505083,8.2,8.0,6.1,0,1,0,0,0,0,0,0,0,0
2006,40.8,52.9,216.0405,3.13,83,83,25.4,82,83,1.2092495976572515,7.719573989259581,2.341805806147327,1.3,1.2,7.3,0,1,0,0,0,0,0,0,0,1
2003,47.8,63.3,227.5185,2.32,80,83,25.1,82,88,1.2214027581601699,7.642044402873258,2.2935443483418965,1.4,1.3,7.1,0,1,0,0,0,0,0,0,0,1
2006,28.5,34.6,175.731,1.73,84,65,29.1,81,67,1.1853048513203654,8.02059914989697,0.10436001532424286,0.2,0.2,6.3,0,1,0,0,0,0,0,1,0,0
2001,21.4,25.4,124.62,4.9,98,88,25.7,95,99,1.4918246976412703,8.833754223418396,1.4085449700547104,2.3,2.3,8.6,0,1,0,1,0,0,0,0,0,0
2001,15.3,17.5,169.8725,4.31,92,80,24.5,93,92,3.3534846525490236,8.643825842349603,0.7884573603642703,8.0,8.0,6.4,0,1,0,0,0,0,0,0,0,0
2002,100.3,152.6,445.308,0.66,76,64,21.7,76,76,33.11545195869231,5.834810737062605,2.983659692319722,4.0,4.0,2.5,0,1,0,0,0,0,0,0,0,0
2009,50.5,66.3,212.388,0.88,91,65,22.0,90,90,1.4333294145603401,6.717804695023691,3.9367156180185177,13.1,13.4,4.0,0,1,1,0,0,0,0,0,0,0
2009,52.9,83.6,412.802,3.05,94,39,22.1,93,94,376.1545138247391,7.034387929915503,2.6546494243750947,6.7,6.6,6.5,0,1,0,0,0,0,0,0,0,0
2012,46.5,72.2,423.442,3.93,97,64,23.7,95,95,169.01711804488718,7.267525427828172,2.647592232065096,6.5,6.4,7.9,0,1,0,0,0,0,0,0,0,0
2003,15.7,18.3,167.83,13.78,84,83,27.4,91,90,1.4918246976412703,9.128045129249353,0.14842000511827322,4.4,4.4,7.3,0,1,0,1,0,0,0,0,0,0
2005,5.9,7.4,101.699,4.48,95,53,24.9,99,89,1.1502737988572274,8.55333223803211,2.506341930508065,3.4,3.3,9.9,0,1,0,1,0,0,0,0,0,0
2002,47.9,74.3,487.278,7.47,72,46,26.3,70,70,183505.51490438476,8.540323608805092,3.8533340090794663,14.5,17.1,8.5,0,1,0,0,0,0,0,0,0,0
2015,23.4,29.6,199.7365,4.52,75,57,23.1,79,60,1.1051709180756477,8.007034012193408,4.635796379529852,1.0,9.7,9.3,0,1,1,0,0,0,0,0,0,0
2004,33.1,40.9,175.9275,0.33,62,41,27.4,69,74,1.1388283833246218,8.165079258805068,3.3072529354856135,5.4,5.2,5.7,0,1,0,0,0,1,0,0,0,0
2007,50.0,65.6,244.445,0.05,79,95,23.0,79,79,1.0202013400267558,7.846198815497425,3.1036894150590832,13.8,13.8,2.2,0,1,0,0,0,1,0,0,0,0
2007,5.5,6.9,97.3705,4.12,93,99,25.0,99,93,1.161834242728283,8.738254576526122,2.505525936990736,3.4,3.2,10.4,0,1,0,1,0,0,0,0,0,0
2006,15.4,17.9,152.597,8.37,71,83,26.5,73,71,1.4918246976412703,8.829665432675236,3.326832966373293,1.6,1.6,7.6,0,1,0,0,0,0,0,0,0,1
2004,18.3,21.5,232.9535,7.61,99,92,26.2,98,98,1.4190675485932571,7.479299637782834,1.3609765531356006,3.2,3.4,10.1,0,1,0,0,0,0,0,0,1,0
2009,4.0,5.0,153.3555,14.66,95,96,26.1,95,95,1.0832870676749586,9.561419689557756,0.8458682675776092,2.0,2.0,12.4,1,0,0,0,1,0,0,0,0,0
2001,104.4,172.7,353.231,0.0,42,64,22.2,33,33,1.1388283833246218,5.214935757608986,2.321406847234633,7.9,7.7,2.1,0,1,0,0,0,0,0,0,0,0
2010,20.0,23.6,196.8,2.42,99,94,27.2,99,99,1.0941742837052104,8.417372856134026,0.6205764877251098,4.0,3.7,9.6,0,1,0,0,0,0,0,1,0,0
2011,14.7,17.2,147.169,6.88,78,83,26.6,78,78,1.4918246976412703,9.301733800405394,3.3975239762958465,1.6,1.5,9.8,0,1,0,0,0,0,0,0,0,1
2002,19.1,21.9,182.1335,5.21,99,83,25.7,99,99,1.4918246976412703,8.649448770536708,0.10436001532424286,3.9,3.8,7.7,0,1,0,1,0,0,0,0,0,0
2012,14.7,16.4,129.837,3.89,95,97,26.1,96,95,1.0832870676749586,8.105911197986508,1.355835153635182,2.0,2.1,11.3,0,1,0,0,0,0,0,0,1,0
2009,13.9,21.3,122.485,2.05,97,97,22.4,97,97,1.0202013400267558,7.919719760924575,3.050220458838061,15.3,15.4,10.9,0,1,1,0,0,0,0,0,0,0
2000,5.6,6.5,69.0645,9.56,89,91,26.3,97,97,1.030454533953517,10.016057021139623,0.6626879730752367,0.9,1.0,10.0,1,0,0,0,1,0,0,0,0,0
2013,36.3,41.9,192.682,3.18,98,99,26.2,98,98,1.0832870676749586,8.644706511715198,1.851599469584072,3.2,3.3,9.8,0,1,1,0,0,0,0,0,0,0
2001,3.8,4.7,80.4955,5.49,88,90,25.7,91,91,1.030454533953517,11.134443028191951,1.706564623164823,0.8,0.7,12.1,1,0,0,0,0,0,0,0,1,0
2000,8.7,10.2,135.1495,0.56,97,91,23.8,98,98,1.2969300866657718,8.763115329619787,3.185939324621936,9.8,9.6,8.6,0,1,1,0,0,0,0,0,0,0
2003,23.5,30.4,146.326,4.59,65,51,25.3,95,94,1.2092495976572515,8.169053149927343,3.34533224882076,1.3,1.3,8.4,0,1,0,0,0,0,0,0,0,1
2000,23.8,28.4,129.6625,5.16,97,98,26.7,97,97,1.161834242728283,9.089640586738398,4.604169685654508,2.0,1.9,6.7,0,1,0,0,0,0,1,0,0,0
2013,20.0,22.5,145.432,1.95,99,99,26.4,99,99,1.1502737988572274,7.81923445385907,3.441699324971485,3.0,3.1,11.3,0,1,1,0,0,0,0,0,0,0
2015,3.3,3.9,71.312,11.06,88,93,26.5,92,95,1.030454533953517,10.623860719349665,4.415098675734075,1.1,1.1,14.1,1,0,0,0,1,0,0,0,0,0
2014,42.3,60.8,223.12,0.87,73,64,21.2,71,73,1.2460767305873808,6.144185634125646,3.202339856228101,7.2,7.1,6.1,0,1,0,0,0,0,0,0,0,0
2003,11.5,14.1,150.412,6.91,99,59,25.4,99,99,1.1051709180756477,9.531988993991236,0.0769610411361284,3.5,3.5,9.0,0,1,0,1,0,0,0,0,0,0
2007,43.7,68.0,345.5865,1.2,81,28,22.6,76,81,15.332887019907195,7.160845906664299,3.6816030451431603,8.4,8.3,6.0,0,1,0,0,0,0,0,0,0,0
2001,5.3,6.2,79.395,7.6,14,84,26.4,88,89,1.1051709180756477,10.440799301537945,3.4663607075685685,0.5,0.4,11.2,1,0,0,0,0,0,1,0,0,0
2002,5.2,6.4,76.0535,2.79,98,97,26.3,91,90,1.0832870676749586,10.221723078031365,2.0241930674493576,1.1,1.1,12.1,1,0,0,0,0,1,0,0,0,0
2000,59.9,98.5,480.3625,1.51,77,28,22.0,80,82,119.10435004481388,7.044905117129371,3.495294705041271,9.2,9.1,5.3,0,1,0,0,0,0,0,0,0,0
2004,8.4,9.7,145.094,9.17,89,96,25.5,96,88,1.010050167084168,8.333991247194975,2.135349173618132,2.6,2.6,10.0,0,1,0,0,0,0,0,0,1,0
2013,14.9,17.3,113.631,3.81,82,76,27.7,83,83,1.1735108709918103,9.136047767394327,4.786074071694426,1.6,1.5,8.4,0,1,0,0,0,0,1,0,0,0
2015,3.3,3.9,61.7325,9.68,93,93,27.1,93,93,1.0408107741923882,10.945670573237523,3.211649779776461,0.6,0.6,12.8,1,0,0,0,0,0,0,1,0,0
2011,3.5,4.2,71.8545,11.9,89,73,25.4,89,89,1.0832870676749586,10.702165234305538,2.2396452932201716,1.7,2.0,11.8,1,0,0,0,1,0,0,0,0,0
2002,3.7,4.6,78.9785,5.89,88,90,25.8,93,93,1.030454533953517,11.143411307085216,1.7119945007591924,0.8,0.7,12.1,1,0,0,0,0,0,0,0,1,0
2003,20.8,24.6,126.1305,0.5,97,91,28.0,97,97,1.1388283833246218,8.274866820685254,1.860974538249528,3.9,3.9,9.7,0,1,0,0,0,1,0,0,0,0
2000,18.1,21.6,180.5335,9.0,98,96,24.8,99,99,1.0512710963760241,8.422882511944996,3.154443964708812,4.0,4.3,9.9,1,0,0,0,1,0,0,0,0,0
2002,10.2,12.6,225.2175,7.44,98,96,25.7,98,97,1.2092495976572515,8.968268810776454,1.1969481893889715,2.7,2.7,10.6,1,0,0,0,1,0,0,0,0,0
2013,39.4,49.6,290.0855,5.07,95,83,24.2,96,95,432.68068157447635,8.810757927026174,1.1184149159642893,7.0,6.7,9.1,0,1,0,0,0,0,0,0,0,0
2004,9.3,10.8,65.436,1.0,97,95,28.0,95,96,1.0408107741923882,11.028157375523527,0.5596157879354227,4.8,4.5,8.4,0,1,0,0,0,1,0,0,0,0
2005,54.9,83.0,279.54,0.56,84,55,23.2,85,84,3.706173712210199,7.0707241072602764,3.1271990362962967,8.1,8.1,6.4,0,1,0,0,0,0,0,0,0,0
2014,3.9,4.5,68.7755,9.45,88,86,27.1,95,95,1.0832870676749586,10.7054218711718,4.183575695950044,0.8,0.5,12.7,1,0,0,0,0,0,0,0,1,0
2015,9.4,10.5,156.2355,6.95,94,91,27.5,91,94,1.1502737988572274,8.297792626380861,1.5539252025038417,2.7,2.8,12.7,0,1,0,0,0,0,0,0,1,0
2008,77.6,123.3,299.6,0.21,57,64,22.5,59,60,2.7731947639642978,6.546785410760524,2.3739750890807185,8.6,8.6,1.6,0,1,0,0,0,0,0,0,0,0
2003,19.8,23.3,234.529,6.27,99,92,26.1,98,98,1.3771277643359572,7.405495663199472,1.3609765531356006,3.3,3.5,9.8,0,1,0,0,0,0,0,0,1,0
2012,26.5,32.0,170.1225,1.91,96,83,26.2,94,96,1.0408107741923882,8.224967478914584,2.7587433154177283,1.2,1.2,4.6,0,1,0,1,0,0,0,0,0,0
2012,4.8,5.7,142.5135,11.13,88,99,27.0,99,99,1.0832870676749586,9.347577390281268,2.390595970316759,1.7,1.7,12.2,1,0,0,0,1,0,0,0,0,0
2014,5.9,6.9,105.6355,8.78,92,86,28.8,93,95,1.1274968515793757,10.927304453347292,5.766412926586964,0.8,0.6,13.3,1,0,0,0,0,0,1,0,0,0
2008,48.6,80.3,279.9295,2.98,98,64,23.1,96,96,3.819043505366336,6.5638555265321274,0.9895411936137477,8.6,8.5,2.6,0,1,0,0,0,0,0,0,0,0
2006,27.6,32.1,114.4095,0.38,80,98,24.7,95,95,1.0202013400267558,8.232440158470336,3.5450090836942345,6.1,6.0,7.0,0,1,0,0,0,0,0,0,0,0
2005,8.4,9.8,83.893,2.68,92,94,27.5,94,94,1.1388283833246218,10.893883399417065,1.7209792871670078,5.1,4.9,9.1,0,1,0,0,0,1,0,0,0,0
2006,22.4,25.2,185.282,6.05,89,78,26.6,89,92,1.4918246976412703,9.760482858119124,0.8329091229351039,6.2,6.6,9.9,0,1,0,1,0,0,0,0,0,0
2002,2.9,3.7,68.5245,6.53,88,90,25.6,95,95,1.030454533953517,10.672298637017063,0.25464221837358075,1.0,0.9,9.7,1,0,0,0,0,0,0,0,1,0
2007,82.5,132.2,296.2785,3.22,83,64,22.8,76,74,16.6099182187867,6.340359303727752,0.8796267475025636,8.7,8.6,2.3,0,1,0,0,0,0,0,0,0,0
2003,2.9,4.0,70.306,7.82,83,86,22.5,97,97,1.1853048513203654,10.36819593668493,4.857639502684128,1.7,1.4,11.0,1,0,1,0,0,0,0,0,0,0
2003,68.7,94.8,256.0445,3.43,50,65,21.4,52,49,1.161834242728283,6.967909201801884,1.884034745337226,1.2,1.3,4.1,0,1,1,0,0,0,0,0,0,0
2004,7.4,9.3,205.9795,12.1,94,93,26.1,90,94,1.0618365465453596,9.096051225574055,1.4770487243883548,3.1,3.1,11.5,1,0,0,0,1,0,0,0,0,0
2013,10.9,12.6,137.313,0.22,82,99,32.0,99,82,1.1853048513203654,8.333510708982942,0.09531017980432493,0.1,0.1,11.0,0,1,0,0,0,0,0,1,0,0
2001,16.9,18.9,137.696,7.76,73,56,26.2,85,83,1.1735108709918103,9.224933374279082,3.6449275665847534,1.2,1.1,9.1,0,1,0,0,0,0,0,0,0,1
2000,30.4,34.7,186.4955,7.3,94,95,24.8,99,98,1.2712491503214047,8.823058934301647,5.1692901008118,3.4,3.4,5.6,0,1,0,0,0,0,0,0,0,1
2009,13.6,17.0,95.1415,4.88,99,98,23.1,99,99,1.1051709180756477,8.542860938164814,7.194632027247426,4.4,3.8,7.1,0,1,1,0,0,0,0,0,0,0
2003,4.5,5.3,70.293,10.82,88,71,24.9,95,93,1.1051709180756477,11.20581589485235,2.1210632163706555,0.6,0.5,11.8,1,0,0,0,0,0,0,0,1,0
2011,40.7,62.1,206.2,0.21,92,33,22.8,89,92,1.1735108709918103,7.033506484287697,2.6411978941143697,1.2,1.1,2.4,0,1,0,0,0,0,0,0,0,0
2012,2.4,3.0,55.8855,7.23,53,95,25.9,98,98,1.0832870676749586,10.797266791448184,2.3532782073095637,1.4,1.3,12.4,1,0,0,0,1,0,0,0,0,0
2003,23.5,28.1,213.592,2.91,94,77,26.4,93,94,1.4190675485932571,8.026496938945412,1.944480556245719,2.0,1.9,5.7,0,1,0,1,0,0,0,0,0,0
2005,15.8,18.5,153.859,7.98,88,83,26.5,80,87,1.4918246976412703,8.613593685702552,3.311637304949512,1.7,1.6,7.4,0,1,0,0,0,0,0,0,0,1
2008,41.4,63.5,324.2835,1.32,88,28,22.7,88,88,10.277941533043448,7.135687347028144,3.708436953329467,8.3,8.2,6.0,0,1,0,0,0,0,0,0,0,0
2003,49.5,64.8,215.9625,0.44,73,35,29.0,79,70,1.1853048513203654,7.340835554123275,0.08617769624105241,0.2,0.2,7.1,0,1,0,0,0,0,0,1,0,0
2012,79.1,106.1,272.347,4.4,75,64,21.7,76,75,1.5840739849944818,6.073044534100405,4.2487809155265195,1.0,9.8,5.8,0,1,0,0,0,0,0,0,0,0
2002,17.4,20.3,157.644,6.99,60,83,26.3,81,65,1.4918246976412703,8.216628493133443,3.261935314328648,1.7,1.7,6.8,0,1,0,0,0,0,0,0,0,1
2001,10.5,12.6,98.266,4.25,80,86,25.9,92,91,1.1388283833246218,8.96264794774056,1.6154199841116479,2.3,2.2,8.0,0,1,0,1,0,0,0,0,0,0
2006,37.3,65.4,499.055,1.87,83,64,23.5,74,86,2465.1304352855755,8.262558973010657,1.0885619528146082,12.6,12.6,6.0,0,1,0,0,0,0,0,0,0,0
2008,46.9,69.0,331.725,1.3,73,64,22.7,77,79,7.924823117849487,7.651595573857601,1.6114359150967734,8.4,8.0,6.0,0,1,0,0,0,0,0,0,0,0
2005,65.5,105.4,340.5175,9.25,95,87,21.3,95,95,7.924823117849487,6.126869184114185,2.286455711064162,6.8,7.0,2.8,0,1,0,0,0,0,0,0,0,0
2008,16.7,19.5,151.1495,4.35,92,70,25.5,92,92,1.2092495976572515,8.51579221050061,3.8122026701459353,2.3,2.0,7.3,0,1,0,0,0,0,0,0,0,1
2012,72.6,121.0,282.1,0.61,66,64,22.7,65,66,1.5219615556186337,6.559615237493242,2.8320361808832013,8.3,8.1,2.1,0,1,0,0,0,0,0,0,0,0
2010,84.3,135.5,376.179,5.22,49,64,23.0,54,54,2.117000016612675,7.785305182539862,5.072043922224899,11.3,11.2,5.2,0,1,0,0,0,0,0,0,0,0
2003,23.5,28.1,168.7145,0.88,64,65,25.6,67,69,1.1853048513203654,7.832014180505469,0.1823215567939546,1.6,1.6,6.5,0,1,0,0,0,0,0,1,0,0
2015,23.6,28.2,131.2085,1.42,64,65,26.1,80,64,1.1853048513203654,7.89989532313973,0.23901690047049992,1.5,1.4,6.8,0,1,0,0,0,0,0,1,0,0
2011,3.9,4.5,54.1965,9.99,88,86,25.1,96,96,1.0618365465453596,11.322720918899146,2.187174241482718,0.5,0.3,13.3,1,0,0,0,0,0,0,0,1,0
2007,15.1,17.6,79.101,1.51,98,56,24.1,98,98,1.1853048513203654,9.05204779298159,0.29266961396282004,14.3,14.4,3.9,0,1,1,0,0,0,0,0,0,0
2013,15.5,18.1,117.765,6.21,80,68,26.7,81,80,1.4918246976412703,9.449042262206245,1.5769147207285403,1.9,1.9,9.7,0,1,0,1,0,0,0,0,0,0
2006,14.3,15.6,114.561,8.12,84,94,27.0,85,84,1.6820276496988864,9.793393629739054,0.2468600779315258,4.0,3.9,9.2,0,1,0,1,0,0,0,0,0,0
2010,3.6,4.4,80.8845,10.27,97,83,25.9,98,98,1.0832870676749586,10.59109441383156,2.4765384001174837,0.9,0.9,11.1,1,0,0,0,1,0,0,0,0,0
2010,7.9,9.7,91.9455,0.25,96,93,26.4,99,95,1.1051709180756477,10.417448256797591,0.32930374714260047,5.9,5.4,8.8,0,1,1,0,0,0,0,0,0,0
2001,109.2,167.4,541.331,1.67,45,64,21.6,40,40,48.424215071345174,6.154858094016418,1.551808799597464,1.4,1.4,2.9,0,1,0,0,0,0,0,0,0,0
2004,70.1,119.7,549.7965,1.25,89,64,22.1,94,89,1064.2227505380908,5.662960480135946,2.5877640352277083,7.5,7.4,3.3,0,1,0,0,0,0,0,0,0,0
2009,44.1,69.8,217.6005,0.31,86,33,22.7,83,86,1.2460767305873808,7.042286171939743,2.590767040487478,1.6,1.5,2.4,0,1,0,0,0,0,0,0,0,0
2002,9.1,10.6,92.432,1.6,92,92,27.3,94,94,1.1388283833246218,10.947573255182869,1.4996230464268938,5.3,5.0,8.6,0,1,0,0,0,1,0,0,0,0
2011,71.5,112.5,261.2865,7.66,72,64,22.9,50,71,3.4903429574618414,8.002694162283937,3.2276373305367736,8.9,8.8,4.7,0,1,0,0,0,0,0,0,0,0
2002,20.9,24.8,124.3705,4.94,98,88,25.8,99,99,1.4918246976412703,8.836664586357426,1.423108334242607,2.3,2.2,8.7,0,1,0,1,0,0,0,0,0,0
2012,20.8,24.6,147.7,5.8,87,75,26.3,89,87,1.1502737988572274,8.477204183199873,2.004179057179289,2.0,2.0,7.8,0,1,0,0,0,0,0,0,0,1
2013,77.0,102.5,268.2395,4.43,74,64,21.8,74,74,1.5219615556186337,6.12029741895095,4.281653660527095,9.9,9.6,6.0,0,1,0,0,0,0,0,0,0,0
2003,54.2,65.2,164.6845,0.74,58,94,24.4,82,85,1.0202013400267558,6.322565239927284,2.020222182019865,4.0,4.0,10.6,0,1,1,0,0,0,0,0,0,0
2012,3.3,4.0,69.0215,12.1,92,78,25.5,92,92,1.0832870676749586,10.704389879336146,2.2438960966453663,1.8,2.0,11.8,1,0,0,0,1,0,0,0,0,0
2015,46.2,67.6,294.187,3.99,94,65,21.6,94,94,1.3099644507332473,5.726847747587197,2.412335956953165,7.3,7.2,2.9,0,1,0,0,0,0,0,0,0,0
2001,4.6,5.5,73.0875,11.12,88,71,24.8,95,93,1.1051709180756477,11.221315689180468,2.1077860146889784,0.7,0.5,11.6,1,0,0,0,0,0,0,0,1,0
2014,18.6,20.8,143.1235,2.5,99,99,26.6,99,99,1.1502737988572274,7.869019376499023,3.458207636378935,3.0,3.1,11.3,0,1,1,0,0,0,0,0,0,0
2008,46.1,74.3,223.3005,0.36,88,33,22.7,87,88,1.2969300866657718,7.042286171939743,2.5649493574615367,1.8,1.7,2.4,0,1,0,0,0,0,0,0,0,0
2008,43.9,66.7,295.939,8.31,82,64,24.6,81,82,8.584858397177893,8.831565879121063,0.9242589015233319,6.8,6.6,7.3,0,1,0,0,0,0,0,0,0,0
2010,45.5,58.8,235.0695,0.06,76,95,23.3,77,76,1.030454533953517,7.909489492673759,3.184284380098582,13.7,13.7,2.6,0,1,0,0,0,1,0,0,0,0
2011,38.5,55.5,260.375,1.47,96,28,22.9,97,96,6.0496474644129465,7.213768308118642,3.788272197991971,8.1,7.9,6.2,0,1,0,0,0,0,0,0,0,0
2002,7.6,8.9,130.4885,0.52,95,91,24.1,94,94,1.2840254166877414,8.77786371462117,3.2272407411998283,9.5,9.3,8.2,0,1,1,0,0,0,0,0,0,0
2013,8.8,10.2,201.674,8.73,46,54,26.4,72,76,1.2712491503214047,7.810758116529357,3.8392372357024933,2.3,2.4,11.3,0,1,0,0,0,0,0,0,1,0
2010,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,1.2460767305873808,8.634620608292202,2.349468678892896,2.0,2.2,12.0,0,1,0,0,0,0,0,0,1,0
2008,75.6,112.9,395.4425,0.74,75,64,22.2,74,75,33.11545195869231,6.1070228877422545,3.147594622863237,3.7,3.7,3.1,0,1,0,0,0,0,0,0,0,0
2003,27.2,32.9,186.2505,3.72,86,83,26.1,86,86,1.1388283833246218,7.29505641646263,1.8389610707123492,2.1,2.0,5.3,0,1,0,1,0,0,0,0,0,0
2005,4.0,4.6,79.077,9.15,93,77,26.9,96,96,1.0512710963760241,10.007261810752583,2.4840729690394228,0.8,0.7,9.8,1,0,0,0,1,0,0,0,0,0
2000,7.0,8.8,111.3225,3.93,98,75,24.5,98,95,1.1274968515793757,8.320448113956559,2.495681722955959,3.6,3.4,9.6,0,1,0,1,0,0,0,0,0,0
2014,2.3,2.8,56.476,6.06,88,92,26.6,93,93,1.0408107741923882,11.207092999531119,1.814824742159051,0.8,0.7,12.5,1,0,0,0,0,0,0,0,1,0
2012,49.1,74.7,323.004,2.78,78,40,22.3,70,78,192.4814912972456,7.1693500166706,2.738902664584975,6.5,6.3,6.7,0,1,0,0,0,0,0,0,0,0
2006,16.5,19.3,115.127,0.75,83,81,27.4,83,80,1.1388283833246218,7.346655163176539,2.9987277825337895,6.4,6.3,6.2,0,1,0,0,0,1,0,0,0,0
2011,14.9,19.4,136.8525,0.01,98,97,27.7,98,98,1.0941742837052104,8.805525052709516,1.9810014688665833,5.6,5.4,7.3,0,1,0,0,0,0,0,0,0,0
2010,3.5,4.1,83.927,10.27,88,85,25.3,90,90,1.0408107741923882,10.842986869547165,1.8794650496471605,1.1,0.9,12.7,1,0,0,0,1,0,0,0,0,0
2012,50.6,66.0,459.807,6.49,95,52,26.5,92,95,6851649.608463351,8.164510268747042,0.7323678937132266,4.8,4.9,6.1,0,1,0,0,0,0,0,0,0,0
2005,18.3,21.5,94.5185,1.23,98,69,23.8,98,98,1.1853048513203654,8.793308627496552,0.27763173659827955,14.4,14.5,3.5,0,1,1,0,0,0,0,0,0,0
2008,15.3,17.8,217.857,7.72,97,92,26.5,96,90,1.5372575235482815,7.71244383427499,1.3532545070416904,2.9,3.1,10.9,0,1,0,0,0,0,0,0,1,0
2007,2.7,3.3,62.5915,6.98,60,95,25.6,98,98,1.0832870676749586,10.802550738743657,2.3174737054877963,1.3,1.3,12.5,1,0,0,0,1,0,0,0,0,0
2009,62.5,98.4,214.0,0.004,64,64,24.5,63,64,1.2336780599567432,7.260522598089852,1.4793292270870801,8.9,8.7,3.7,0,1,0,0,0,0,0,0,0,0
2004,13.0,15.1,269.69,6.51,98,97,25.9,99,99,1.552707218511336,7.633369649679584,3.880532338336775,2.7,2.8,10.7,0,1,0,0,0,0,0,0,1,0
2007,3.7,4.5,80.746,11.51,86,92,26.2,95,96,1.0832870676749586,10.54120130120716,4.422088340247728,1.1,1.1,13.7,1,0,0,0,1,0,0,0,0,0
2009,3.4,3.9,75.948,8.32,95,77,27.0,99,99,1.0941742837052104,10.036268663769947,2.494031557565001,0.8,0.7,10.1,1,0,0,0,1,0,0,0,0,0
2006,8.7,10.1,62.478,1.13,96,87,28.1,95,96,1.0512710963760241,11.027166367619959,0.7030975114131134,4.9,4.5,9.2,0,1,0,0,0,1,0,0,0,0
2002,68.0,106.2,422.489,0.9,71,64,22.2,41,41,10.59095145243378,7.65728279297819,1.4609379041156565,9.3,8.9,5.7,0,1,0,0,0,0,0,0,0,0
2001,72.1,100.2,270.665,0.1,71,64,22.9,70,70,1.0202013400267558,7.080867896690782,0.44468582126144574,7.8,7.8,3.0,0,1,0,0,0,0,0,0,0,0
2007,4.1,5.1,65.745,2.46,99,90,26.7,95,95,1.0832870676749586,10.348461793739006,2.1016921506146558,1.1,1.1,12.5,1,0,0,0,0,1,0,0,0,0
2005,29.8,36.4,178.7195,5.75,87,83,25.4,86,87,2.0959355144943643,8.444192298531748,2.312535423847214,3.5,3.4,7.0,0,1,0,1,0,0,0,0,0,0
2011,66.3,116.9,276.3855,5.32,91,28,21.9,90,91,1.3231298123374369,6.403574197934815,2.837908188360424,8.8,8.4,1.4,0,1,0,0,0,0,0,0,0,0
